Date,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,conditions,description
8/26/2016,64.5,85.3,0,0,0,25.3,18.1,40.00%,Partially cloudy,Partly cloudy throughout the day.
8/27/2016,62.5,88.5,0,0,0,20.8,15,29.10%,Partially cloudy,Partly cloudy throughout the day.
8/28/2016,66.4,91.5,0,0,0,21.9,14.6,13.30%,Clear,Clear conditions throughout the day.
8/29/2016,62.4,94.4,0,0,0,28.9,13.3,28.80%,Partially cloudy,Partly cloudy throughout the day.
8/30/2016,66.4,97.7,0,0,0,29.8,12.7,38.80%,Partially cloudy,Becoming cloudy in the afternoon.
8/31/2016,75.3,95.9,0,0,0,24.2,17.9,55.00%,Partially cloudy,Becoming cloudy in the afternoon.
9/1/2016,71.7,91.3,0,0,0,42.2,28.4,76.50%,Partially cloudy,Partly cloudy throughout the day.
9/2/2016,70.5,90.7,0.01,0,0,37.2,28,51.20%,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.
9/3/2016,61.6,85.4,0,0,0,27.7,15.7,68.30%,Partially cloudy,Partly cloudy throughout the day.
9/4/2016,62.5,77.7,0,0,0,32.2,21.5,83.20%,Partially cloudy,Partly cloudy throughout the day.
9/5/2016,53.5,73.4,0,0,0,21.9,15.6,48.30%,Partially cloudy,Partly cloudy throughout the day.
9/6/2016,51.7,79.6,0,0,0,23,13.5,31.10%,Partially cloudy,Partly cloudy throughout the day.
9/7/2016,57.4,81.6,0.01,0,0,,11.8,32.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
9/8/2016,55.7,81.8,0,0,0,22.9,17.3,17.50%,Clear,Clear conditions throughout the day.
9/9/2016,55.2,75.5,0,0,0,21.9,15.7,15.90%,Clear,Clear conditions throughout the day.
9/10/2016,50,82.6,0,0,0,23,10.3,2.00%,Clear,Clear conditions throughout the day.
9/11/2016,56.3,90.6,0,0,0,27.6,17.1,34.20%,Partially cloudy,Partly cloudy throughout the day.
9/12/2016,62.9,81.8,0,0,0,39.9,23.5,58.60%,Partially cloudy,Partly cloudy throughout the day.
9/13/2016,51,80.3,0.09,0,0,45.6,16.5,69.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
9/14/2016,55.5,67.8,0.15,0,0,29.4,21.2,81.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
9/15/2016,53.7,66.5,0,0,0,,9.8,62.00%,Partially cloudy,Partly cloudy throughout the day.
9/16/2016,48.5,72.7,0,0,0,25.3,9,14.00%,Clear,Clear conditions throughout the day.
9/17/2016,51.6,78.6,0,0,0,,11.1,27.20%,Partially cloudy,Partly cloudy throughout the day.
9/18/2016,57.9,86.8,0,0,0,19.7,14.6,16.60%,Clear,Clear conditions throughout the day.
9/19/2016,61.2,90.8,0,0,0,23,18.1,17.70%,Clear,Clear conditions throughout the day.
9/20/2016,61.4,88.7,0.03,0,0,31.1,19.3,48.10%,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.
9/21/2016,65.5,82.7,0,0,0,30.9,21.3,53.00%,Partially cloudy,Becoming cloudy in the afternoon.
9/22/2016,49.7,76.8,0.67,0,0,39.1,26.8,86.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
9/23/2016,47.6,50.7,0.61,0,0,,14.6,97.20%,"Rain, Overcast",Cloudy skies throughout the day with rain.
9/24/2016,46.8,61.9,0.31,0,0,,14.9,72.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
9/25/2016,45.6,66.6,0,0,0,,13.5,0.00%,Clear,Clear conditions throughout the day.
9/26/2016,49.6,71.7,0,0,0,,9,8.20%,Clear,Clear conditions throughout the day.
9/27/2016,52.8,75.5,0,0,0,24.2,10,11.20%,Clear,Clear conditions throughout the day.
9/28/2016,54.9,80.6,0,0,0,41.4,10.7,28.20%,Partially cloudy,Partly cloudy throughout the day.
9/29/2016,61.9,76.9,0,0,0,29.8,19.2,65.30%,Partially cloudy,Partly cloudy throughout the day.
9/30/2016,61.8,76.9,0,0,0,,17.8,67.00%,Partially cloudy,Partly cloudy throughout the day.
10/1/2016,60.9,79.5,0,0,0,31.9,22.2,45.00%,Partially cloudy,Becoming cloudy in the afternoon.
10/2/2016,56.4,80.6,0.01,0,0,47.8,24.8,78.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
10/3/2016,47.6,65.7,0,0,0,33.5,23.6,77.20%,Partially cloudy,Partly cloudy throughout the day.
10/4/2016,41.7,58.6,0,0,0,,10.9,52.50%,Partially cloudy,Partly cloudy throughout the day.
10/5/2016,43.5,55.6,0.09,0,0,34.4,24.8,73.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
10/6/2016,38.5,57.5,0.01,0,0,,9.1,31.40%,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
10/7/2016,40.7,67.6,0,0,0,25.3,10,16.50%,Clear,Clear conditions throughout the day.
10/8/2016,42.2,69.7,0,0,0,27.7,9.6,37.70%,Partially cloudy,Partly cloudy throughout the day.
10/9/2016,46,75.5,0,0,0,,9.1,15.10%,Clear,Clear conditions throughout the day.
10/10/2016,55.5,78.7,0,0,0,31.1,21.5,54.70%,Partially cloudy,Partly cloudy throughout the day.
10/11/2016,52.8,69.7,0,0,0,,14.7,63.30%,Partially cloudy,Partly cloudy throughout the day.
10/12/2016,43.7,65.6,0,0,0,,7.3,46.90%,Partially cloudy,Partly cloudy throughout the day.
10/13/2016,44.2,73.7,0,0,0,,9.8,51.30%,Partially cloudy,Becoming cloudy in the afternoon.
10/14/2016,58,73.7,0,0,0,49.4,24.3,78.60%,Partially cloudy,Partly cloudy throughout the day.
10/15/2016,53.7,74.8,0,0,0,28.1,19.7,77.80%,Partially cloudy,Partly cloudy throughout the day.
10/16/2016,46,71.7,0.04,0,0,40.8,28.9,85.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
10/17/2016,44.5,57.5,0.35,0,0,27.7,23.4,74.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
10/18/2016,41.7,59.6,0,0,0,33.3,24.3,73.40%,Partially cloudy,Partly cloudy throughout the day.
10/19/2016,41.5,54.8,0.01,0,0,,10.8,50.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
10/20/2016,37.6,61.6,0,0,0,,10.2,41.20%,Partially cloudy,Partly cloudy throughout the day.
10/21/2016,36.9,66.5,0,0,0,,9.9,1.00%,Clear,Clear conditions throughout the day.
10/22/2016,40.8,68.8,0,0,0,,14.6,31.40%,Partially cloudy,Partly cloudy throughout the day.
10/23/2016,45.8,72.9,0,0,0,,16.7,79.40%,Partially cloudy,Partly cloudy throughout the day.
10/24/2016,58.9,67.7,0,0,0,37.8,22.9,91.00%,Overcast,Cloudy skies throughout the day.
10/25/2016,54.8,69.6,0.02,0,0,33.3,16.7,58.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
10/26/2016,48.9,73.7,0,0,0,,18,28.20%,Partially cloudy,Partly cloudy throughout the day.
10/27/2016,54.2,77.7,0,0,0,33.4,23.9,60.50%,Partially cloudy,Partly cloudy throughout the day.
10/28/2016,55.2,75.5,0.1,0,0,33.3,20.8,86.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
10/29/2016,56.7,71.5,0,0,0,28.9,20.1,59.00%,Partially cloudy,Partly cloudy throughout the day.
10/30/2016,61.3,71.8,0,0,0,44.9,27.3,88.30%,Partially cloudy,Partly cloudy throughout the day.
10/31/2016,46.8,68.5,0.28,0,0,36.9,22.7,59.60%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
11/1/2016,44.1,52.7,0,0,0,,12.4,66.60%,Partially cloudy,Partly cloudy throughout the day.
11/2/2016,36.9,55.6,0,0,0,,11.1,19.40%,Clear,Clear conditions throughout the day.
11/3/2016,36.1,59.8,0,0,0,,9.8,5.40%,Clear,Clear conditions throughout the day.
11/4/2016,38,60.8,0,0,0,34.4,8.7,26.70%,Partially cloudy,Partly cloudy throughout the day.
11/5/2016,39.8,60.8,0,0,0,,6.9,13.10%,Clear,Clear conditions throughout the day.
11/6/2016,42.3,66.4,0,0,0,30,12.2,39.70%,Partially cloudy,Partly cloudy throughout the day.
11/7/2016,39.9,64.6,0,0,0,18.3,9.1,52.10%,Partially cloudy,Partly cloudy throughout the day.
11/8/2016,41,64.7,0,0,0,30,9.1,20.30%,Partially cloudy,Partly cloudy throughout the day.
11/9/2016,43,67.6,0,0,0,40.3,11.1,15.60%,Clear,Clear conditions throughout the day.
11/10/2016,40.9,62.7,0,0,0,31.1,7.9,5.30%,Clear,Clear conditions throughout the day.
11/11/2016,42.2,65.5,0,0,0,25.3,7.9,10.30%,Clear,Clear conditions throughout the day.
11/12/2016,43.6,65.7,0,0,0,29.7,11.4,59.40%,Partially cloudy,Partly cloudy throughout the day.
11/13/2016,39.2,62.7,0.01,0,0,29.5,8.9,35.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
11/14/2016,43.2,69.4,0,0,0,48.8,13.6,45.10%,Partially cloudy,Partly cloudy throughout the day.
11/15/2016,46.2,71.7,0,0,0,23,14.1,24.00%,Partially cloudy,Partly cloudy throughout the day.
11/16/2016,34.8,54,0.05,0.98,0.98,37.4,31.8,81.80%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
11/17/2016,30.5,41.6,0.07,0.59,1.57,29.9,23.8,71.80%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
11/18/2016,27.8,43.7,0,0,0.4,,12.6,40.30%,Partially cloudy,Partly cloudy throughout the day.
11/19/2016,38.5,62.3,0,0,0,35.7,17.6,61.00%,Partially cloudy,Partly cloudy throughout the day.
11/20/2016,48.3,65.6,0,0,0,31.1,22.3,85.70%,Partially cloudy,Partly cloudy throughout the day.
11/21/2016,41.9,52.6,0.84,0,0,23,12.5,97.00%,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
11/22/2016,36.9,47.6,0,0,0,36.9,11,50.10%,Partially cloudy,Partly cloudy throughout the day.
11/23/2016,33.1,52.7,0.26,0.82,0.82,43.3,27.8,70.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
11/24/2016,30.4,42.8,0.01,0.49,1.31,,12.4,34.10%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
11/25/2016,30.2,51,0,0.02,0.79,29.8,18.2,32.80%,Partially cloudy,Partly cloudy throughout the day.
11/26/2016,40.7,55.9,0,0,0.57,31.1,21.2,81.30%,Partially cloudy,Partly cloudy throughout the day.
11/27/2016,36.6,48.5,0.02,2.42,1.43,33.3,20.7,90.40%,"Snow, Overcast",Cloudy skies throughout the day with snow.
11/28/2016,30.7,36.8,0.32,2.56,3.99,33.4,21.3,87.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
11/29/2016,25.3,36.7,0.01,1.12,5.12,26.4,9.2,75.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
11/30/2016,25.7,35.9,0,0,4.17,,12.8,74.00%,Partially cloudy,Partly cloudy throughout the day.
12/1/2016,30.6,35.6,0.02,0,3.35,,8.2,96.10%,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
12/2/2016,24.9,35.6,0,0,3.11,,11.2,33.20%,Partially cloudy,Partly cloudy throughout the day.
12/3/2016,24.7,34.7,0,0.12,3.1,,11,89.60%,Partially cloudy,Partly cloudy throughout the day.
12/4/2016,26.9,43.9,0,0.09,3.12,,15.7,72.00%,Partially cloudy,Partly cloudy throughout the day.
12/5/2016,27.6,47.3,0.02,0.31,3.33,35.6,29.3,75.20%,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.
12/6/2016,21.5,31.7,0,0.02,2.85,,11,71.50%,Partially cloudy,Partly cloudy throughout the day.
12/7/2016,19.8,27.9,0,0.01,2.2,,12.4,55.30%,Partially cloudy,Partly cloudy throughout the day.
12/8/2016,19.7,29.7,0,0.42,2.24,,11.2,79.40%,Partially cloudy,Partly cloudy throughout the day.
12/9/2016,28.9,42.7,0.01,0,2.13,,10.1,93.00%,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
12/10/2016,32.4,48.5,0.61,0,2,19.7,18.8,97.50%,"Rain, Overcast",Cloudy skies throughout the day with rain.
12/11/2016,33,44.6,0.1,2.8,3.15,,10.2,79.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
12/12/2016,28.9,42.9,0,0,3.15,,9.1,52.00%,Partially cloudy,Partly cloudy throughout the day.
12/13/2016,27.9,38.7,0,0.21,3.15,,11.3,77.30%,Partially cloudy,Partly cloudy throughout the day.
12/14/2016,30.8,35.8,0.06,0.13,0.64,,10.1,97.40%,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.
12/15/2016,32.1,56.2,0,3.74,3.94,38.6,25.5,95.20%,Overcast,Cloudy skies throughout the day.
12/16/2016,30.7,52.5,0.34,1.47,5.12,49.4,29.8,93.60%,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.
12/17/2016,19,28.8,0.01,0.19,0.93,33.3,23,82.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.
12/18/2016,14.9,25.8,0,0,0.82,,10.1,44.30%,Partially cloudy,Becoming cloudy in the afternoon.
12/19/2016,15.7,29.5,0,0,0.46,,10.4,54.30%,Partially cloudy,Partly cloudy throughout the day.
12/20/2016,23.8,37.7,0,0.98,0.84,,12.3,83.40%,Partially cloudy,Partly cloudy throughout the day.
12/21/2016,29.6,34.9,0.03,0.43,0.74,,10.8,90.20%,"Snow, Overcast",Cloudy skies throughout the day with morning snow.
12/22/2016,26.9,33,0,0,0.66,24.2,5.4,77.60%,Partially cloudy,Partly cloudy throughout the day.
12/23/2016,26.7,39.3,0.05,1.01,1.22,,13.6,81.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
12/24/2016,32.9,46.6,0.3,5.67,5.23,30,16,95.60%,"Snow, Overcast",Cloudy skies throughout the day with snow.
12/25/2016,17.8,30.8,0.45,4.4,9.22,32.2,24.2,79.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.
12/26/2016,7,25.9,0,0.87,10.09,,6.9,46.40%,Partially cloudy,Partly cloudy throughout the day.
12/27/2016,6,24.4,0,0,8.66,,13.3,70.50%,Partially cloudy,Partly cloudy throughout the day.
12/28/2016,19.3,31.9,0,0,7.48,,9.9,57.80%,Partially cloudy,Partly cloudy throughout the day.
12/29/2016,10,29.2,0,0,6.38,,7.3,27.80%,Partially cloudy,Clearing in the afternoon.
12/30/2016,11.8,23.2,0,0,5.88,,7.9,75.70%,Partially cloudy,Partly cloudy throughout the day.
12/31/2016,19.5,24,0,0,5.55,,5.7,95.60%,Overcast,Cloudy skies throughout the day.
1/1/2017,20.7,26.8,0,2.14,7.2,,12.1,94.10%,Overcast,Cloudy skies throughout the day.
1/2/2017,19.7,27.8,0.25,2.41,9.12,,13.2,74.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
1/3/2017,18.9,26.3,0.02,1.51,10.64,,10.8,68.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
1/4/2017,23.9,40.7,0.17,1.2,9.07,31.7,23.2,71.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
1/5/2017,4.3,23,0.19,0.72,9.79,26.4,15.2,60.40%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
1/6/2017,0.1,14.9,0,0,9.47,31.1,9,14.30%,Clear,Clear conditions throughout the day.
1/7/2017,-4,18.7,0.01,0.23,8.61,,9.4,61.40%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
1/8/2017,17.2,49.5,0.09,0.14,8.63,33.3,24.2,80.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
1/9/2017,35,49.7,0.09,0,6.51,42.5,26.4,69.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
1/10/2017,34.9,45.7,0,0.25,4.08,48,26.2,70.80%,Partially cloudy,Partly cloudy throughout the day.
1/11/2017,33.9,44.6,0.18,6.37,7.09,41.2,30.3,70.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
1/12/2017,29.9,34.8,0.06,0,0,19.7,8.8,84.00%,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
1/13/2017,28.2,36.7,0,0,0,31.1,8.7,77.80%,Partially cloudy,Partly cloudy throughout the day.
1/14/2017,29,33.8,0,0,0,18.3,8.8,90.10%,Overcast,Cloudy skies throughout the day.
1/15/2017,26.7,30.7,0,3.99,3.99,30,9,82.60%,Partially cloudy,Partly cloudy throughout the day.
1/16/2017,21.6,29.6,0,0.05,4.04,,12.2,57.20%,Partially cloudy,Clearing in the afternoon.
1/17/2017,18.7,29.9,0,2,5.91,,8.5,15.50%,Clear,Clear conditions throughout the day.
1/18/2017,19.7,30.7,0,0,0,,14.6,28.20%,Partially cloudy,Partly cloudy throughout the day.
1/19/2017,25.8,34.9,0.13,9.84,9.84,,9.2,87.10%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
1/20/2017,29.1,41.7,0.01,2.97,9.84,23,17.8,66.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.
1/21/2017,30.7,35.6,0.48,3.48,7.07,,11.9,70.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.
1/22/2017,27.1,37.7,0.02,1.01,8.08,32.3,21.7,65.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.
1/23/2017,31.6,39.5,0.14,0,7.76,37.3,24.8,71.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
1/24/2017,28.7,31.7,0.02,0.59,7.57,,9.4,71.10%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
1/25/2017,24.1,27.9,0.07,0.35,7.92,,8.8,72.80%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
1/26/2017,18.7,30.7,0,0,7.61,,9.7,69.10%,Partially cloudy,Partly cloudy throughout the day.
1/27/2017,9.8,26.2,0,0,7.24,,8.7,32.60%,Partially cloudy,Clearing in the afternoon.
1/28/2017,15.5,26.9,0,0,5.66,,10.3,39.30%,Partially cloudy,Partly cloudy throughout the day.
1/29/2017,12.3,27.2,0,1.15,6.76,21.9,9.8,51.70%,Partially cloudy,Partly cloudy throughout the day.
1/30/2017,17.2,26.8,0,0,6.66,,10.6,69.00%,Partially cloudy,Partly cloudy throughout the day.
1/31/2017,20,28.3,0,0,6.51,,9.7,84.10%,Partially cloudy,Partly cloudy throughout the day.
2/1/2017,22.6,32.4,0,0,6.14,,8.8,56.30%,Partially cloudy,Partly cloudy throughout the day.
2/2/2017,24.6,37.9,0.03,0,5.9,,11.6,67.80%,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2/3/2017,28.3,47.6,0,0,5.81,27.6,16.9,60.00%,Partially cloudy,Partly cloudy throughout the day.
2/4/2017,41.5,53.8,0.01,0.3,4.53,26.4,15.7,57.70%,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.
2/5/2017,36.6,53.8,0,0,2.91,29.8,20.6,58.00%,Partially cloudy,Partly cloudy throughout the day.
2/6/2017,47.8,51,0,8.24,9.06,37.9,25,65.40%,Partially cloudy,Partly cloudy throughout the day.
2/7/2017,44.9,58.7,0.01,0,9.06,42.5,28.6,65.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2/8/2017,40.7,59.8,0,0,0,23,15.7,63.40%,Partially cloudy,Partly cloudy throughout the day.
2/9/2017,46.8,65.6,0,0,0,36.8,26.7,71.40%,Partially cloudy,Partly cloudy throughout the day.
2/10/2017,38.8,61.8,0.34,0.25,0.25,30.5,22.4,78.40%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
2/11/2017,32.1,44.9,0.37,0.15,0.39,25.3,17.9,53.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
2/12/2017,28.2,42,0,0,0.13,34.4,11.2,1.00%,Clear,Clear conditions throughout the day.
2/13/2017,25.9,40.9,0,0,0,28.9,9.8,21.10%,Partially cloudy,Partly cloudy throughout the day.
2/14/2017,26.2,44.1,0,0,0,26.4,9.4,8.20%,Clear,Clear conditions throughout the day.
2/15/2017,28.3,49.9,0,0,0,25.3,9.1,11.90%,Clear,Clear conditions throughout the day.
2/16/2017,30,60,0,0,0,28.2,18.7,42.10%,Partially cloudy,Partly cloudy throughout the day.
2/17/2017,33.4,50.3,0.02,0,0,33.3,19.7,56.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
2/18/2017,45.1,55.1,0,0,0,21.9,14.8,63.50%,Partially cloudy,Partly cloudy throughout the day.
2/19/2017,42.1,52.7,0.13,0,0,18.3,18.7,59.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2/20/2017,41.2,55.1,0,0,0,43.5,31.3,51.60%,Partially cloudy,Partly cloudy throughout the day.
2/21/2017,34.2,63.9,0.33,0,0,45.7,34.2,46.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
2/22/2017,30.9,41,0.1,1.02,1.02,28.9,16.3,75.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
2/23/2017,28.1,31.9,0.1,2.1,3.12,24.2,16.7,69.80%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
2/24/2017,24.1,31.8,0.02,0.7,3.82,23,15.3,62.60%,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.
2/25/2017,21.9,33.8,0,0,3.32,21.9,12.8,50.20%,Partially cloudy,Partly cloudy throughout the day.
2/26/2017,21.7,39.7,0,0.9,2.59,28.2,19.5,46.30%,Partially cloudy,Partly cloudy throughout the day.
2/27/2017,26.8,39.8,0.17,0.68,3.05,32.8,21,75.00%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
2/28/2017,21.9,36.9,0.01,0.14,3.16,35.6,13.3,64.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
3/1/2017,28.3,42,0,0.08,2.06,,9,49.20%,Partially cloudy,Partly cloudy throughout the day.
3/2/2017,28.2,48.7,0,0,1.41,,11.7,25.30%,Partially cloudy,Partly cloudy throughout the day.
3/3/2017,30.5,55.9,0,0.31,0.43,,15,52.40%,Partially cloudy,Partly cloudy throughout the day.
3/4/2017,44.3,62.5,0,0,0.13,40.3,30.3,56.90%,Partially cloudy,Partly cloudy throughout the day.
3/5/2017,29.1,61.7,0.2,2.34,2.34,55.7,37.2,64.70%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
3/6/2017,28.1,35.8,0.04,1.41,3.75,24.2,16.6,53.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
3/7/2017,30,47,0,0.12,2.49,21.9,15.9,64.60%,Partially cloudy,Partly cloudy throughout the day.
3/8/2017,42.2,60.1,0,0,0.66,17.2,10.1,56.10%,Partially cloudy,Partly cloudy throughout the day.
3/9/2017,38.5,62.9,0,0,0,,12.1,49.00%,Partially cloudy,Partly cloudy throughout the day.
3/10/2017,45.5,64,0,0,0,,11.5,56.00%,Partially cloudy,Partly cloudy throughout the day.
